
MGV-GENOME-0237056_29, VPC-287, NULL
MGV-GENOME-0240139_21, VPC-8, NULL
MGV-GENOME-0272813_38, VPC-502, NULL
MGV-GENOME-0294635_11, VPC-152, NULL
MGV-GENOME-0244466_19, VPC-1988, Siphoviridae
MGV-GENOME-0337209_30, VPC-7371, NULL
MGV-GENOME-0306642_54, VPC-27, Myoviridae
MGV-GENOME-0160861_27, VPC-283, Siphoviridae
MGV-GENOME-0311956_21, VPC-1387, NULL
MGV-GENOME-0295820_21, VPC-27, Myoviridae
MGV-GENOME-0288243_25, VPC-283, Siphoviridae
MGV-GENOME-4402529_12, VPC-1964, Myoviridae
MGV-GENOME-0356604_41, VPC-4562, NULL
MGV-GENOME-0285269_5, VPC-283, Siphoviridae
MGV-GENOME-0315580_25, VPC-27, NULL
MGV-GENOME-0265134_29, VPC-268, NULL
MGV-GENOME-0253141_26, VPC-3984, Siphoviridae
MGV-GENOME-0225169_7, VPC-9, Myoviridae
MGV-GENOME-4425078_36, VPC-744, NULL
MGV-GENOME-0282154_40, VPC-787, Siphoviridae
MGV-GENOME-0334750_27, VPC-152, NULL
MGV-GENOME-0275341_50, VPC-358, NULL
MGV-GENOME-0203744_15, VPC-8, NULL
MGV-GENOME-0241246_27, VPC-2734, Siphoviridae
MGV-GENOME-0341570_35, VPC-152, NULL
MGV-GENOME-0352813_55, VPC-9, Siphoviridae
MGV-GENOME-0240058_35, VPC-4560, Siphoviridae
MGV-GENOME-0216941_14, VPC-6766, Siphoviridae
MGV-GENOME-0316675_61, VPC-27, Myoviridae
MGV-GENOME-0316800_21, VPC-82895, Siphoviridae
MGV-GENOME-0226327_25, VPC-8543, Siphoviridae
MGV-GENOME-0339573_33, VPC-1589, NULL
MGV-GENOME-0291919_31, VPC-656, NULL
MGV-GENOME-0351128_54, VPC-9, NULL
MGV-GENOME-0360708_140, VPC-13707, NULL
MGV-GENOME-0226806_29, VPC-1718, Myoviridae
MGV-GENOME-0304500_50, VPC-268, NULL
MGV-GENOME-0324143_91, VPC-9, NULL
MGV-GENOME-0170912_24, VPC-787, Siphoviridae
MGV-GENOME-0301084_22, VPC-69, Siphoviridae
MGV-GENOME-0326240_27, VPC-152, NULL
MGV-GENOME-0168070_27, VPC-8, Siphoviridae
MGV-GENOME-0194579_3, VPC-1718, Myoviridae
MGV-GENOME-0298597_25, VPC-27, Myoviridae
MGV-GENOME-0177525_4, VPC-283, Siphoviridae
MGV-GENOME-0347612_32, VPC-268, NULL
MGV-GENOME-0297949_3, VPC-287, NULL
MGV-GENOME-0329779_7, VPC-744, NULL
MGV-GENOME-0188330_19, VPC-21199, Siphoviridae
MGV-GENOME-0282134_43, VPC-9, NULL
MGV-GENOME-0233198_18, VPC-14655, Siphoviridae
MGV-GENOME-0312278_20, VPC-5147, NULL
MGV-GENOME-0255658_23, VPC-885, Myoviridae
MGV-GENOME-0269073_17, VPC-1718, Myoviridae
MGV-GENOME-0316171_35, VPC-283, Siphoviridae
MGV-GENOME-0338543_32, VPC-152, NULL
MGV-GENOME-0189114_6, VPC-8, Siphoviridae
MGV-GENOME-0155068_6, VPC-307, Siphoviridae
MGV-GENOME-0317118_32, VPC-656, NULL
MGV-GENOME-0290007_21, VPC-152, NULL
MGV-GENOME-0369323_13, VPC-152, NULL
MGV-GENOME-0181754_24, VPC-8543, Siphoviridae
MGV-GENOME-0136720_13, VPC-287, NULL
MGV-GENOME-0303954_39, VPC-656, Myoviridae
MGV-GENOME-0293018_26, VPC-27, NULL
MGV-GENOME-0310942_35, VPC-27, NULL
MGV-GENOME-0236404_33, VPC-8, Siphoviridae
MGV-GENOME-0311898_45, VPC-885, Myoviridae
MGV-GENOME-0114014_14, VPC-2755, Siphoviridae
MGV-GENOME-0319182_28, VPC-656, NULL
MGV-GENOME-0268060_48, VPC-713, Siphoviridae
MGV-GENOME-0286383_35, VPC-9, Siphoviridae
MGV-GENOME-0250252_30, VPC-713, Siphoviridae
MGV-GENOME-0145446_13, VPC-1219, Siphoviridae
MGV-GENOME-0175736_21, VPC-5885, Myoviridae
MGV-GENOME-4410788_21, VPC-42875, NULL
MGV-GENOME-0111230_17, VPC-8, Siphoviridae
MGV-GENOME-0185555_6, VPC-307, Siphoviridae
MGV-GENOME-0298293_22, VPC-268, NULL
MGV-GENOME-0307310_63, VPC-27, Myoviridae
MGV-GENOME-0322839_54, VPC-69, Siphoviridae
MGV-GENOME-0338764_16, VPC-69, Siphoviridae
MGV-GENOME-0282590_19, VPC-69, Siphoviridae
MGV-GENOME-0176778_2, VPC-283, Siphoviridae
MGV-GENOME-0270670_21, VPC-62520, NULL
MGV-GENOME-0314487_50, VPC-744, NULL
MGV-GENOME-0207764_15, VPC-6045, Siphoviridae
MGV-GENOME-0238466_28, VPC-307, Siphoviridae
MGV-GENOME-0234167_45, VPC-9, NULL
MGV-GENOME-0162634_1, VPC-3454, Myoviridae
MGV-GENOME-0210519_35, VPC-152, NULL
MGV-GENOME-0340948_24, VPC-502, NULL
MGV-GENOME-0267542_27, VPC-268, Siphoviridae
MGV-GENOME-0238704_31, VPC-307, Siphoviridae
MGV-GENOME-0218139_8, VPC-283, Siphoviridae
MGV-GENOME-0326305_10, VPC-69, Siphoviridae
MGV-GENOME-0294280_32, VPC-1219, Siphoviridae
MGV-GENOME-0212580_13, VPC-8, Siphoviridae
MGV-GENOME-0350430_31, VPC-1387, Siphoviridae
MGV-GENOME-0290335_22, VPC-27, Myoviridae
MGV-GENOME-0340215_85, VPC-69, Siphoviridae
MGV-GENOME-0276940_25, VPC-307, NULL
MGV-GENOME-0174071_19, VPC-713, Siphoviridae
MGV-GENOME-0245656_24, VPC-885, NULL
MGV-GENOME-0224366_39, VPC-9, Siphoviridae
MGV-GENOME-0342333_16, VPC-69, Siphoviridae
MGV-GENOME-0349626_40, VPC-268, NULL
MGV-GENOME-0332771_9, VPC-69, Siphoviridae
MGV-GENOME-4429060_37, VPC-4562, NULL
MGV-GENOME-4430543_45, VPC-17951, NULL
MGV-GENOME-0180174_3, VPC-2734, Siphoviridae
MGV-GENOME-0222508_17, VPC-1988, Siphoviridae
MGV-GENOME-0180834_27, VPC-787, Siphoviridae
MGV-GENOME-0345876_27, VPC-484, NULL
MGV-GENOME-0143973_14, VPC-42965, Siphoviridae
MGV-GENOME-0260960_27, VPC-787, Siphoviridae
MGV-GENOME-0252374_27, VPC-287, NULL
MGV-GENOME-0346686_77, VPC-268, NULL
MGV-GENOME-0369269_12, VPC-3444, NULL
MGV-GENOME-0307182_20, VPC-27, NULL
MGV-GENOME-0327138_44, VPC-1589, NULL
MGV-GENOME-0327674_24, VPC-287, NULL
MGV-GENOME-0294315_14, VPC-9, NULL
MGV-GENOME-0172166_13, VPC-8, Siphoviridae
MGV-GENOME-0150975_6, VPC-502, NULL
MGV-GENOME-0303173_38, VPC-152, NULL
MGV-GENOME-0281391_37, VPC-307, Siphoviridae
MGV-GENOME-0267980_8, VPC-27, Myoviridae
MGV-GENOME-0134431_9, VPC-12361, NULL
MGV-GENOME-0351058_45, VPC-9, NULL
MGV-GENOME-0254341_3, VPC-358, Siphoviridae
MGV-GENOME-0255243_19, VPC-9, NULL
MGV-GENOME-0326831_42, VPC-152, NULL
MGV-GENOME-0285228_18, VPC-69, Siphoviridae
MGV-GENOME-0284288_7, VPC-1988, Siphoviridae
MGV-GENOME-0325557_18, VPC-44077, Siphoviridae
MGV-GENOME-0225258_16, VPC-8, NULL
MGV-GENOME-0229440_21, VPC-307, Siphoviridae
MGV-GENOME-0209264_19, VPC-4560, Siphoviridae
MGV-GENOME-0276920_46, VPC-152, NULL
MGV-GENOME-0319273_80, VPC-307, Siphoviridae
MGV-GENOME-0307100_47, VPC-24731, NULL
MGV-GENOME-0260369_45, VPC-744, Siphoviridae
MGV-GENOME-0243927_43, VPC-69, Siphoviridae
MGV-GENOME-0313728_25, VPC-152, NULL
MGV-GENOME-0283552_59, VPC-268, Siphoviridae
MGV-GENOME-0220710_34, VPC-8, Siphoviridae
MGV-GENOME-0226607_6, VPC-69, Siphoviridae
MGV-GENOME-0351975_55, VPC-9, NULL
MGV-GENOME-0164121_27, VPC-283, Siphoviridae
MGV-GENOME-0343794_15, VPC-69, Siphoviridae
MGV-GENOME-0298815_64, VPC-1718, Myoviridae
MGV-GENOME-0270801_24, VPC-283, Siphoviridae
MGV-GENOME-0270836_5, VPC-3454, Myoviridae
MGV-GENOME-0250158_28, VPC-8, NULL
MGV-GENOME-0282282_12, VPC-9, NULL
MGV-GENOME-0188020_21, VPC-1916, NULL
MGV-GENOME-0358779_64, VPC-744, NULL
MGV-GENOME-0153545_11, VPC-287, NULL
MGV-GENOME-0332890_60, VPC-9, Siphoviridae
MGV-GENOME-0264993_24, VPC-562, NULL
MGV-GENOME-0294503_36, VPC-1718, Myoviridae
MGV-GENOME-0303267_34, VPC-1718, Myoviridae
MGV-GENOME-0014087_10, VPC-2755, Siphoviridae
MGV-GENOME-0202388_24, VPC-23996, Siphoviridae
MGV-GENOME-0219834_25, VPC-8, Siphoviridae
MGV-GENOME-0183872_3, VPC-307, Siphoviridae
MGV-GENOME-0213009_20, VPC-656, NULL
MGV-GENOME-0285133_40, VPC-152, Siphoviridae
MGV-GENOME-0347769_65, VPC-3444, NULL
MGV-GENOME-0233724_44, VPC-287, Siphoviridae
MGV-GENOME-0232850_14, VPC-1219, Siphoviridae
MGV-GENOME-0180647_32, VPC-562, Myoviridae
MGV-GENOME-4422179_40, VPC-3454, Myoviridae
MGV-GENOME-0340674_35, VPC-1589, NULL
MGV-GENOME-0315087_70, VPC-656, Myoviridae
MGV-GENOME-0212520_7, VPC-8, NULL
MGV-GENOME-0323615_35, VPC-152, NULL
MGV-GENOME-0302850_24, VPC-268, NULL
MGV-GENOME-0335811_27, VPC-656, NULL
MGV-GENOME-0193305_20, VPC-787, Siphoviridae
MGV-GENOME-4400618_15, VPC-1387, Siphoviridae
MGV-GENOME-0180672_34, VPC-8, NULL
MGV-GENOME-0244635_16, VPC-9, Siphoviridae
MGV-GENOME-0221642_12, VPC-656, Myoviridae
MGV-GENOME-0167845_4, VPC-152, NULL
MGV-GENOME-0277151_43, VPC-152, NULL
MGV-GENOME-0286867_26, VPC-787, Siphoviridae
MGV-GENOME-0179381_17, VPC-4560, Siphoviridae
MGV-GENOME-0158967_31, VPC-344387, Siphoviridae
MGV-GENOME-0228419_50, VPC-3984, Siphoviridae
MGV-GENOME-0287390_31, VPC-1219, Siphoviridae
MGV-GENOME-0208263_21, VPC-5885, NULL
MGV-GENOME-0187612_17, VPC-307, Siphoviridae
MGV-GENOME-0086024_14, VPC-8, Siphoviridae
MGV-GENOME-0117453_20, VPC-8, Siphoviridae
MGV-GENOME-0233515_47, VPC-562, Myoviridae
MGV-GENOME-0334392_29, VPC-7371, NULL
MGV-GENOME-0280327_32, VPC-3454, NULL
MGV-GENOME-0215327_27, VPC-17951, NULL
MGV-GENOME-0287482_54, VPC-27, Myoviridae
MGV-GENOME-0185754_30, VPC-27, Myoviridae
MGV-GENOME-0357609_1, VPC-152, NULL
MGV-GENOME-0305946_14, VPC-484, NULL
MGV-GENOME-0354132_19, VPC-5791, NULL
MGV-GENOME-0116816_3, VPC-8, Siphoviridae
MGV-GENOME-0244274_37, VPC-502, Myoviridae
MGV-GENOME-0302366_34, VPC-1718, Myoviridae
MGV-GENOME-0178847_18, VPC-307, Myoviridae
MGV-GENOME-0332194_47, VPC-152, NULL
MGV-GENOME-0253569_34, VPC-656, Myoviridae
MGV-GENOME-0342880_80, VPC-27, Myoviridae
MGV-GENOME-0129588_18, VPC-2755, Siphoviridae
MGV-GENOME-0318974_23, VPC-1964, Myoviridae
MGV-GENOME-0126721_16, VPC-8, Siphoviridae
MGV-GENOME-0326367_42, VPC-152, NULL
MGV-GENOME-0218133_30, VPC-287, NULL
MGV-GENOME-0353658_124, VPC-268, NULL
MGV-GENOME-0180738_19, VPC-358, Siphoviridae
MGV-GENOME-0330330_77, VPC-69, Siphoviridae
MGV-GENOME-0328776_51, VPC-656, Myoviridae
MGV-GENOME-0157377_14, VPC-287, Siphoviridae
MGV-GENOME-0248469_13, VPC-27, Myoviridae
MGV-GENOME-0218988_25, VPC-8, NULL
MGV-GENOME-0203872_27, VPC-8, Siphoviridae
MGV-GENOME-0315543_42, VPC-502, Myoviridae
MGV-GENOME-0262048_33, VPC-787, NULL
MGV-GENOME-4429703_68, VPC-9, Siphoviridae
MGV-GENOME-4428300_53, VPC-744, Siphoviridae
MGV-GENOME-0289564_48, VPC-268, NULL
MGV-GENOME-0250017_21, VPC-69, Siphoviridae
MGV-GENOME-0162990_18, VPC-8327, Siphoviridae
MGV-GENOME-0215528_28, VPC-713, Siphoviridae
MGV-GENOME-0239813_10, VPC-69, Siphoviridae
MGV-GENOME-0283130_28, VPC-885, Myoviridae
MGV-GENOME-0319439_37, VPC-744, NULL
MGV-GENOME-0316147_16, VPC-713, Siphoviridae
MGV-GENOME-0244219_27, VPC-502, NULL
MGV-GENOME-0252590_15, VPC-502, NULL
MGV-GENOME-0277791_23, VPC-656, NULL
MGV-GENOME-0307226_39, VPC-27, NULL
MGV-GENOME-0221007_20, VPC-1988, Siphoviridae
MGV-GENOME-0225771_39, VPC-358, Siphoviridae
MGV-GENOME-0200519_22, VPC-69652, Siphoviridae
MGV-GENOME-0161586_28, VPC-283, Siphoviridae
MGV-GENOME-0254933_20, VPC-283, Siphoviridae
MGV-GENOME-0159204_26, VPC-8, NULL
MGV-GENOME-0213460_25, VPC-287, NULL
MGV-GENOME-0323678_31, VPC-152, NULL
MGV-GENOME-0275596_46, VPC-8406, Siphoviridae
MGV-GENOME-0236782_25, VPC-8, Siphoviridae
MGV-GENOME-0273129_41, VPC-422245, Siphoviridae
MGV-GENOME-0194548_29, VPC-1219, Siphoviridae
MGV-GENOME-0199423_3, VPC-27, Myoviridae
MGV-GENOME-0206872_14, VPC-8, NULL
MGV-GENOME-0306976_40, VPC-152, NULL
MGV-GENOME-0309302_40, VPC-885, Myoviridae
MGV-GENOME-0220383_6, VPC-69, Siphoviridae
MGV-GENOME-0215239_37, VPC-1718, Myoviridae
MGV-GENOME-0315453_39, VPC-562, Myoviridae
MGV-GENOME-0255791_20, VPC-8, Siphoviridae
MGV-GENOME-0310529_13, VPC-1387, NULL
MGV-GENOME-0318926_35, VPC-744, NULL
MGV-GENOME-0291343_72, VPC-9, NULL
MGV-GENOME-0211632_23, VPC-307, Siphoviridae
MGV-GENOME-0296443_26, VPC-502, Myoviridae
MGV-GENOME-0307618_34, VPC-152, NULL
MGV-GENOME-0263159_23, VPC-287, NULL
MGV-GENOME-4410376_31, VPC-1219, Siphoviridae
MGV-GENOME-0337482_56, VPC-69, Siphoviridae
MGV-GENOME-4422424_25, VPC-744, NULL
MGV-GENOME-0264521_26, VPC-9, NULL
MGV-GENOME-0273320_28, VPC-307, Siphoviridae
MGV-GENOME-0267394_16, VPC-27, Myoviridae
MGV-GENOME-0333021_56, VPC-268, Siphoviridae
MGV-GENOME-0211567_29, VPC-307, Siphoviridae
MGV-GENOME-0216591_13, VPC-885, Myoviridae
MGV-GENOME-0306823_70, VPC-307, NULL
MGV-GENOME-0136319_4, VPC-1219, Siphoviridae
MGV-GENOME-0181764_5, VPC-8, NULL
MGV-GENOME-0190679_14, VPC-373959, Siphoviridae
MGV-GENOME-0151110_19, VPC-5885, Siphoviridae
MGV-GENOME-4413623_32, VPC-1988, NULL
MGV-GENOME-0318555_44, VPC-656, Myoviridae
MGV-GENOME-0186011_9, VPC-307, NULL
MGV-GENOME-0129657_23, VPC-8, Siphoviridae
MGV-GENOME-0331607_60, VPC-69, Siphoviridae
MGV-GENOME-0343933_35, VPC-484, NULL
MGV-GENOME-0225445_39, VPC-8, NULL
MGV-GENOME-0330720_80, VPC-69, Siphoviridae
MGV-GENOME-0138928_8, VPC-8, Siphoviridae
MGV-GENOME-0212126_22, VPC-2734, Siphoviridae
MGV-GENOME-0290224_10, VPC-9, Siphoviridae
MGV-GENOME-0217428_20, VPC-9, NULL
MGV-GENOME-0342704_75, VPC-8, NULL
MGV-GENOME-0166557_3, VPC-8543, Siphoviridae
MGV-GENOME-0257787_21, VPC-21761, NULL
MGV-GENOME-0195854_25, VPC-358, Siphoviridae
MGV-GENOME-0158529_15, VPC-8, Siphoviridae
MGV-GENOME-4340682_4, VPC-2755, Siphoviridae
MGV-GENOME-0269334_29, VPC-358, Siphoviridae
MGV-GENOME-0163740_24, VPC-358, Siphoviridae
MGV-GENOME-0196502_13, VPC-27, Myoviridae
MGV-GENOME-0127139_14, VPC-1387, Siphoviridae
MGV-GENOME-0127638_26, VPC-2755, Siphoviridae
MGV-GENOME-0228728_26, VPC-8, NULL
MGV-GENOME-0346077_80, VPC-484, NULL
MGV-GENOME-0207957_14, VPC-287, NULL
MGV-GENOME-0324539_35, VPC-1219, Siphoviridae
MGV-GENOME-0219139_34, VPC-787, Siphoviridae
MGV-GENOME-0337779_51, VPC-1964, Myoviridae
MGV-GENOME-0289615_45, VPC-562, Myoviridae
MGV-GENOME-0337218_17, VPC-1589, NULL
MGV-GENOME-4422136_30, VPC-4560, Siphoviridae
MGV-GENOME-0276244_44, VPC-23996, NULL
MGV-GENOME-0307604_56, VPC-5147, Siphoviridae
MGV-GENOME-0332990_26, VPC-1589, NULL
MGV-GENOME-0206384_30, VPC-9, NULL
MGV-GENOME-0206973_32, VPC-8, Siphoviridae
MGV-GENOME-0266107_19, VPC-268, NULL
MGV-GENOME-0227469_28, VPC-656, Myoviridae
MGV-GENOME-0363135_63, VPC-5791, NULL
MGV-GENOME-0226659_12, VPC-268, Siphoviridae
MGV-GENOME-0224279_15, VPC-8, Siphoviridae
MGV-GENOME-0221920_25, VPC-8, NULL
MGV-GENOME-0168304_1, VPC-287, Siphoviridae
MGV-GENOME-0331181_45, VPC-744, NULL
MGV-GENOME-0317877_39, VPC-27, Myoviridae
MGV-GENOME-0140973_1, VPC-283, Siphoviridae
MGV-GENOME-0255732_36, VPC-3454, Myoviridae
MGV-GENOME-0159953_20, VPC-8, NULL
MGV-GENOME-0228588_20, VPC-8, Siphoviridae
MGV-GENOME-0341935_14, VPC-13764, Siphoviridae
MGV-GENOME-0242119_18, VPC-713, Siphoviridae
MGV-GENOME-0219788_32, VPC-152, NULL
MGV-GENOME-0311024_26, VPC-713, Siphoviridae
MGV-GENOME-0192382_31, VPC-8, Siphoviridae
MGV-GENOME-0257815_20, VPC-152, NULL
MGV-GENOME-0184614_2, VPC-268, NULL
MGV-GENOME-0333053_40, VPC-152, NULL
MGV-GENOME-0344056_91, VPC-1589, NULL
MGV-GENOME-0329596_33, VPC-152, NULL
MGV-GENOME-0182808_16, VPC-1219, NULL
MGV-GENOME-0285568_57, VPC-283, Siphoviridae
MGV-GENOME-0307241_55, VPC-5147, NULL
MGV-GENOME-0230657_20, VPC-152, NULL
MGV-GENOME-0260885_26, VPC-40863, Siphoviridae
MGV-GENOME-0257811_13, VPC-283, Siphoviridae
MGV-GENOME-0327619_34, VPC-152, NULL
MGV-GENOME-0218906_22, VPC-6045, Siphoviridae
MGV-GENOME-0344594_51, VPC-13707, NULL
MGV-GENOME-0252131_12, VPC-1219, Siphoviridae
MGV-GENOME-0338642_29, VPC-268, NULL
MGV-GENOME-0277581_15, VPC-9, NULL
MGV-GENOME-0330755_54, VPC-4591, Siphoviridae
MGV-GENOME-0343079_45, VPC-152, NULL
MGV-GENOME-0271120_25, VPC-3454, NULL
MGV-GENOME-0184731_13, VPC-2734, Siphoviridae
MGV-GENOME-0338059_42, VPC-152, NULL
MGV-GENOME-0285618_8, VPC-358, NULL
MGV-GENOME-0288460_35, VPC-9, Siphoviridae
MGV-GENOME-0319412_34, VPC-27, NULL
MGV-GENOME-0214112_15, VPC-4560, Siphoviridae
MGV-GENOME-0265205_31, VPC-1988, Siphoviridae
MGV-GENOME-0352102_23, VPC-9, Siphoviridae
MGV-GENOME-0233511_24, VPC-713, NULL
MGV-GENOME-0279202_46, VPC-358, NULL
MGV-GENOME-0334520_73, VPC-69, Siphoviridae
MGV-GENOME-0265922_60, VPC-358, Siphoviridae
MGV-GENOME-0224342_7, VPC-885, Myoviridae
MGV-GENOME-0334124_18, VPC-7371, NULL
MGV-GENOME-0348310_52, VPC-1589, Siphoviridae
MGV-GENOME-0308555_36, VPC-268, NULL
MGV-GENOME-0373098_31, VPC-484, NULL
MGV-GENOME-0355428_70, VPC-9, Siphoviridae
MGV-GENOME-0228000_31, VPC-9, Siphoviridae
MGV-GENOME-0226350_20, VPC-1916, NULL
MGV-GENOME-0265456_30, VPC-27, Myoviridae
MGV-GENOME-0260507_33, VPC-787, Siphoviridae
MGV-GENOME-0323390_67, VPC-69, Siphoviridae
MGV-GENOME-0282973_28, VPC-1589, NULL
MGV-GENOME-4411310_37, VPC-562, Myoviridae
MGV-GENOME-0227835_16, VPC-3454, NULL
MGV-GENOME-0266010_25, VPC-9, Siphoviridae
MGV-GENOME-0251969_14, VPC-27, Myoviridae
MGV-GENOME-4431253_118, VPC-9, NULL
MGV-GENOME-0379805_95, VPC-152, Siphoviridae
MGV-GENOME-0269954_34, VPC-287, NULL
MGV-GENOME-0170457_21, VPC-1219, Siphoviridae
MGV-GENOME-0319494_68, VPC-744, NULL
MGV-GENOME-0325224_28, VPC-152, NULL
MGV-GENOME-0209503_6, VPC-27, Myoviridae
MGV-GENOME-0369759_12, VPC-3444, NULL
MGV-GENOME-0345523_37, VPC-152, NULL
MGV-GENOME-0278779_45, VPC-358, Siphoviridae
MGV-GENOME-0232055_43, VPC-8, NULL
MGV-GENOME-0258756_29, VPC-287, NULL
MGV-GENOME-0267675_41, VPC-27, Myoviridae
MGV-GENOME-0368360_2, VPC-3444, NULL
MGV-GENOME-0356330_23, VPC-484, crAss-phage
MGV-GENOME-0238061_37, VPC-4560, Siphoviridae
MGV-GENOME-0344681_24, VPC-484, NULL
MGV-GENOME-0334143_40, VPC-9, NULL
MGV-GENOME-0324042_16, VPC-9, Siphoviridae
MGV-GENOME-0338242_27, VPC-69, Siphoviridae
MGV-GENOME-0336652_80, VPC-69, Siphoviridae
MGV-GENOME-0352466_17, VPC-5791, Myoviridae
MGV-GENOME-0242563_42, VPC-287, NULL
MGV-GENOME-0223708_19, VPC-1916, Siphoviridae
MGV-GENOME-0341395_56, VPC-3444, NULL
MGV-GENOME-0315080_57, VPC-9, NULL
MGV-GENOME-0077059_18, VPC-8, Siphoviridae
MGV-GENOME-0305549_41, VPC-307, Siphoviridae
MGV-GENOME-0348655_20, VPC-1589, NULL
MGV-GENOME-0136057_3, VPC-8, NULL
MGV-GENOME-0268015_17, VPC-9, Siphoviridae
MGV-GENOME-0329470_81, VPC-69, Siphoviridae
MGV-GENOME-0182127_8, VPC-8, NULL
MGV-GENOME-0288260_38, VPC-152, Siphoviridae
MGV-GENOME-0313166_37, VPC-152, NULL
MGV-GENOME-0251791_38, VPC-27, Myoviridae
MGV-GENOME-0345207_80, VPC-484, NULL
MGV-GENOME-0310537_26, VPC-5147, Siphoviridae
MGV-GENOME-0187195_6, VPC-127617, NULL
MGV-GENOME-0288853_1, VPC-69, Siphoviridae
MGV-GENOME-0266625_20, VPC-2734, Siphoviridae
MGV-GENOME-0136605_16, VPC-8, Siphoviridae
MGV-GENOME-0298592_37, VPC-27, Myoviridae
MGV-GENOME-0302416_34, VPC-1718, Myoviridae
MGV-GENOME-0245535_20, VPC-787, Siphoviridae
MGV-GENOME-0350558_85, VPC-268, NULL
MGV-GENOME-0177435_25, VPC-9, NULL
MGV-GENOME-0331271_44, VPC-7371, NULL
MGV-GENOME-0369594_124, VPC-3444, NULL
MGV-GENOME-0180803_20, VPC-8, Siphoviridae
MGV-GENOME-0144134_18, VPC-287, NULL
MGV-GENOME-0175350_39, VPC-283, Siphoviridae
MGV-GENOME-0376906_25, VPC-9, NULL
MGV-GENOME-0158454_12, VPC-5885, NULL
MGV-GENOME-0218980_35, VPC-9, Siphoviridae
MGV-GENOME-0257242_23, VPC-562, NULL
MGV-GENOME-0352939_26, VPC-484, NULL
MGV-GENOME-0345823_20, VPC-484, NULL
MGV-GENOME-0182937_15, VPC-8, Siphoviridae
MGV-GENOME-0282035_36, VPC-358, Siphoviridae
MGV-GENOME-0245803_28, VPC-8, NULL
MGV-GENOME-0228268_35, VPC-8406, Siphoviridae
MGV-GENOME-0349068_64, VPC-9, Siphoviridae
MGV-GENOME-0120415_19, VPC-54514, Siphoviridae
MGV-GENOME-0324653_46, VPC-152, NULL
MGV-GENOME-0327405_34, VPC-152, NULL
MGV-GENOME-0201165_23, VPC-713, Myoviridae
MGV-GENOME-0321660_3, VPC-27, Myoviridae
MGV-GENOME-0321439_81, VPC-9, Siphoviridae
MGV-GENOME-0139814_20, VPC-1219, Siphoviridae
MGV-GENOME-0301433_43, VPC-27, Myoviridae
MGV-GENOME-0342089_29, VPC-268, Siphoviridae
MGV-GENOME-0314790_67, VPC-17652, NULL
MGV-GENOME-0303458_20, VPC-1589, NULL
MGV-GENOME-0223723_14, VPC-69, Siphoviridae
MGV-GENOME-0186512_7, VPC-358, Siphoviridae
MGV-GENOME-0362428_102, VPC-5791, NULL
MGV-GENOME-0297673_64, VPC-27, NULL
MGV-GENOME-0333341_34, VPC-268, NULL
MGV-GENOME-0254962_16, VPC-27, Myoviridae
MGV-GENOME-0185365_27, VPC-283, Siphoviridae
MGV-GENOME-0340264_36, VPC-13764, Siphoviridae
MGV-GENOME-0297082_36, VPC-287, NULL
MGV-GENOME-4416822_31, VPC-744, Siphoviridae
MGV-GENOME-0327210_65, VPC-9, NULL
MGV-GENOME-0329584_44, VPC-152, NULL
MGV-GENOME-0243042_12, VPC-502, Myoviridae
MGV-GENOME-0313275_43, VPC-9, Siphoviridae
MGV-GENOME-0324683_30, VPC-713, Siphoviridae
MGV-GENOME-0348165_87, VPC-484, NULL
MGV-GENOME-0207246_6, VPC-152, NULL
MGV-GENOME-0335976_84, VPC-69, Siphoviridae
MGV-GENOME-0202941_42, VPC-1916, NULL
MGV-GENOME-0298730_19, VPC-1718, Myoviridae
MGV-GENOME-0247305_16, VPC-8406, Siphoviridae
MGV-GENOME-0275190_27, VPC-8543, Siphoviridae
MGV-GENOME-0153788_16, VPC-287, NULL
MGV-GENOME-0293737_29, VPC-9, Siphoviridae
MGV-GENOME-0243919_34, VPC-502, Myoviridae
MGV-GENOME-0288188_37, VPC-656, NULL
MGV-GENOME-0250021_28, VPC-4196, Siphoviridae
MGV-GENOME-0254734_20, VPC-9, Siphoviridae
MGV-GENOME-0198668_25, VPC-8, NULL
MGV-GENOME-0304237_35, VPC-27, Myoviridae
MGV-GENOME-0245384_41, VPC-3984, NULL
MGV-GENOME-0215249_14, VPC-4591, Siphoviridae
MGV-GENOME-0226915_22, VPC-713, Siphoviridae
MGV-GENOME-0303124_58, VPC-4196, NULL
MGV-GENOME-0292784_11, VPC-502, NULL
MGV-GENOME-0186461_15, VPC-8, Siphoviridae
MGV-GENOME-0233947_35, VPC-1916, Siphoviridae
MGV-GENOME-0293169_36, VPC-27, NULL
MGV-GENOME-0274031_25, VPC-1988, Siphoviridae
MGV-GENOME-0333595_9, VPC-502, NULL
MGV-GENOME-0350256_27, VPC-7371, NULL
MGV-GENOME-0356674_104, VPC-69, Siphoviridae
MGV-GENOME-4363159_10, VPC-2734, Siphoviridae
MGV-GENOME-0332184_38, VPC-9, Siphoviridae
MGV-GENOME-0373289_23, VPC-484, NULL
MGV-GENOME-0215289_31, VPC-2734, Siphoviridae
MGV-GENOME-0344208_21, VPC-484, NULL
MGV-GENOME-0326452_28, VPC-152, NULL
MGV-GENOME-0278180_31, VPC-8543, Siphoviridae
MGV-GENOME-0258509_18, VPC-9, NULL
